title,author,price,edition,publish_date,item_url,image_url,category,released_year
A Fine Romance,Susan Branch,29.08,Hardback,30 Jun 2017,https://www.bookdepository.com/Fine-Romance-Susan-Branch/9780996044042?ref=grid-view&qid=1630182815653&sr=1-89,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4252/9780425259252.jpg,Romance,2017
Romance in Marseille,Claude McKay,14.95                             ,Paperback,07 May 2020,https://www.bookdepository.com/Romance-Marseille-Claude-McKay/9780143134220?ref=grid-view&qid=1630182815653&sr=1-90,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5871/9781587170669.jpg,Romance,2020
The Doll-Master And Other Tales Of Horror,Joyce Carol Oates,14.55,Paperback,01 Dec 2016,https://www.bookdepository.com/Doll-Master-Other-Tales-Horror-Joyce-Carol-Oates/9781784971038?ref=grid-view&qid=1630182821668&sr=1-61,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7849/9781784971038.jpg,Horror,2016
S. Petersens Field Guide to Lovecraftian Horrors,Mike Mason,32.00                             ,Hardback,16 May 2016,https://www.bookdepository.com/S-Petersens-Field-Guide-Lovecraftian-Horrors-Mike-Mason/9781568820835?ref=grid-view&qid=1630182821668&sr=1-62,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5688/9781568820835.jpg,Horror,2016
Beast Quest: Skalix the Snapping Horror,Adam Blade,6.18,Paperback,14 Nov 2017,https://www.bookdepository.com/Beast-Quest-Skalix-Snapping-Horror-Adam-Blade/9781408343210?ref=grid-view&qid=1630182821668&sr=1-63,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4083/9781408343210.jpg,Horror,2017
The Great God Pan & Other Classic Horror Stories,Arthur Machen,6.18,Paperback,28 Sep 2018,https://www.bookdepository.com/Great-God-Pan-Other-Classic-Horror-Stories-Arthur-Machen/9780486821962?ref=grid-view&qid=1630182821668&sr=1-64,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4868/9780486821962.jpg,Horror,2018
Songs of Love and Horror,Will Oldham,23.43                             ,Hardback,13 Nov 2018,https://www.bookdepository.com/Songs-Love-Horror-Will-Oldham/9780393651201?ref=grid-view&qid=1630182821668&sr=1-65,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3936/9780393651201.jpg,Horror,2018
"Ec Archives, The: Vault Of Horror Volume 1",Various,19.24                             ,Paperback,14 Sep 2021,https://www.bookdepository.com/Ec-Archives-Vault-Horror-1-Various/9781506721156?ref=grid-view&qid=1630182821668&sr=1-66,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5067/9781506721156.jpg,Horror,2021
Horror,Brigid Cherry,40.00,Paperback,02 Apr 2009,https://www.bookdepository.com/Horror-Brigid-Cherry/9780415456685?ref=grid-view&qid=1630182821668&sr=1-67,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4154/9780415456685.jpg,Horror,2009
Half-Minute Horrors,Susan Rich,7.27,Paperback,06 Sep 2011,https://www.bookdepository.com/Half-Minute-Horrors-Susan-Rich/9780061833816?ref=grid-view&qid=1630182821668&sr=1-68,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0618/9780061833816.jpg,Horror,2011
The Horror Genre - From Beelzebub to Blair Witch,Paul Wells,21.67,Paperback,15 Sep 2001,https://www.bookdepository.com/Horror-Genre-From-Beelzebub-Blair-Witch-Paul-Wells/9781903364000?ref=grid-view&qid=1630182821668&sr=1-69,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9033/9781903364000.jpg,Horror,2001
"Men, Women, and Chain Saws",Carol J. Clover,18.79                             ,Paperback,26 May 2015,https://www.bookdepository.com/Men-Women-Chain-Saws-Carol-J-Clover/9780691166292?ref=grid-view&qid=1630182821668&sr=1-70,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6911/9780691166292.jpg,Horror,2015
The Beauty of Horror: Haunt This Journal,Alan Robert,14.71                             ,Paperback,08 Sep 2020,https://www.bookdepository.com/Beauty-Horror-Haunt-This-Journal-Alan-Robert/9781684057566?ref=grid-view&qid=1630182821668&sr=1-71,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6840/9781684057566.jpg,Horror,2020
Horror of Glam Rock,Paul Magrs,13.45                             ,CD-Audio,31 Mar 2007,https://www.bookdepository.com/Horror-Glam-Rock-Paul-Magrs/9781844352579?ref=grid-view&qid=1630182821668&sr=1-72,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8443/9781844352579.jpg,Horror,2007
The Book of Horror,Matt Glasby,29.92,Hardback,22 Sep 2020,https://www.bookdepository.com/Book-Horror-Matt-Glasby/9780711251786?ref=grid-view&qid=1630182821668&sr=1-73,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7112/9780711251786.jpg,Horror,2020
The Art of Pulp Horror,Stephen Jones,41.30,Hardback,15 Oct 2020,https://www.bookdepository.com/Art-Pulp-Horror-Stephen-Jones/9781540032973?ref=grid-view&qid=1630182821668&sr=1-74,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5400/9781540032973.jpg,Horror,2020
"Ripleys Bureau of Investigation 7: Shock Horror, 7",Ripleys Believe It or Not!,6.55,Paperback,09 Nov 2010,https://www.bookdepository.com/Ripleys-Bureau-Investigation-7-Shock-Horror-7-Ripleys-Believe-It-or-Not/9781893951587?ref=grid-view&qid=1630182821668&sr=1-75,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8939/9781893951587.jpg,Horror,2010
"The Valancourt Book of World Horror Stories, volume 1",Pilar Pedraza,24.55,Paperback,08 Dec 2020,https://www.bookdepository.com/Valancourt-Book-World-Horror-Stories-1-Pilar-Pedraza/9781948405645?ref=grid-view&qid=1630182821668&sr=1-76,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9484/9781948405645.jpg,Horror,2020
Bleeding Skull!: A 1990s Trash-horror Odyssey,Joseph A. Ziemba,36.98,Paperback,08 Jul 2021,https://www.bookdepository.com/Bleeding-Skull-1990s-Trash-horror-Odyssey-Joseph-Ziemba/9781683961864?ref=grid-view&qid=1630182821668&sr=1-77,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6839/9781683961864.jpg,Horror,2021
The Beauty of Horror: Tricks and Treats Halloween Coloring Book,Alan Robert,12.94                             ,Paperback,03 Sep 2019,https://www.bookdepository.com/Beauty-Horror-Tricks-Treats-Halloween-Coloring-Book-Alan-Robert/9781684056033?ref=grid-view&qid=1630182821668&sr=1-78,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6840/9781684056033.jpg,Horror,2019
Folk Horror Revival: Field Studies - Second Edition,Folk Horror Revival,22.48,Paperback,11 Mar 2018,https://www.bookdepository.com/Folk-Horror-Revival-Field-Studies-Second-Edition-Folk-Horror-Revival/9780244068301?ref=grid-view&qid=1630182821668&sr=1-79,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2440/9780244068301.jpg,Horror,2018
Horror Stories,Liz Phair,30.13,Hardback,08 Oct 2019,https://www.bookdepository.com/Horror-Stories-Liz-Phair/9780525511984?ref=grid-view&qid=1630182821668&sr=1-80,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5255/9780525511984.jpg,Horror,2019
Limits of Horror,Fred Botting,23.95,Paperback,04 Jan 2011,https://www.bookdepository.com/Limits-Horror-Fred-Botting/9780719083655?ref=grid-view&qid=1630182821668&sr=1-81,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7190/9780719083655.jpg,Horror,2011
Zombie Apocalypse! Horror Hospital,Stephen Jones,10.44                             ,Paperback,19 Jun 2014,https://www.bookdepository.com/Zombie-Apocalypse-Horror-Hospital-Stephen-Jones/9781472110664?ref=grid-view&qid=1630182821668&sr=1-82,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4721/9781472110664.jpg,Horror,2014
Simpsons Treehouse of Horror from Beyond the Grave,Matt Groening,21.30,Paperback,23 Aug 2011,https://www.bookdepository.com/Simpsons-Treehouse-Horror-from-Beyond-Grave-Matt-Groening/9780062069009?ref=grid-view&qid=1630182821668&sr=1-83,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0620/9780062069009.jpg,Horror,2011
The Innswich Horror,Edward Lee,16.84,Paperback,30 Jul 2010,https://www.bookdepository.com/Innswich-Horror-Edward-Lee/9781936383115?ref=grid-view&qid=1630182821668&sr=1-84,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9363/9781936383115.jpg,Horror,2010
Doctor Who: The Crimson Horror,Mark Gatiss,41.23,CD-Audio,01 Jun 2021,https://www.bookdepository.com/Doctor-Who-Crimson-Horror-Mark-Gatiss/9781529128963?ref=grid-view&qid=1630182821668&sr=1-85,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5291/9781529128963.jpg,Horror,2021
Bart Simpsons Treehouse of Horror Spine-Tingling Spooktacular,Matt Groening,19.67,Paperback,24 Oct 2001,https://www.bookdepository.com/Bart-Simpsons-Treehouse-Horror-Spine-Tingling-Spooktacular-Matt-Groening/9780060937140?ref=grid-view&qid=1630182821668&sr=1-86,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0609/9780060937140.jpg,Horror,2001
Adult Coloring Book Horror Hotel,A M Shah,8.65,Paperback,31 Oct 2017,https://www.bookdepository.com/Adult-Coloring-Book-Horror-Hotel-M-Shah/9781947855007?ref=grid-view&qid=1630182821668&sr=1-87,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9478/9781947855007.jpg,Horror,2017
"Now Write! Science Fiction, Fantasy and Horror",Laurie Lamson,18.58,Paperback,20 Feb 2014,https://www.bookdepository.com/Now-Write-Science-Fiction-Fantasy-Horror-Laurie-Lamson/9780399165559?ref=grid-view&qid=1630182821668&sr=1-88,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3991/9780399165559.jpg,Horror,2014
The Best of the Best Horror of the Year,Ellen Datlow,21.28,Paperback,18 Oct 2018,https://www.bookdepository.com/Best-Best-Horror-Year-Ellen-Datlow/9781597809832?ref=grid-view&qid=1630182821668&sr=1-89,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5978/9781597809832.jpg,Horror,2018
Supernatural Horror in Literature & Other Literary Essays,H P Lovecraft,13.41,Paperback,07 Apr 2011,https://www.bookdepository.com/Supernatural-Horror-Literature-Other-Literary-Essays-H-P-Lovecraft/9781434430823?ref=grid-view&qid=1630182821668&sr=1-90,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4344/9781434430823.jpg,Horror,2011
The Doll-Master And Other Tales Of Horror,Joyce Carol Oates,14.55,Paperback,01 Dec 2016,https://www.bookdepository.com/Doll-Master-Other-Tales-Horror-Joyce-Carol-Oates/9781784971038?ref=grid-view&qid=1630182821668&sr=1-61,https://d3ogvdx946i4sr.cloudfront.net/assets/v2.25.8/img/newsletter-icon.svg,Horror,2016
S. Petersens Field Guide to Lovecraftian Horrors,Mike Mason,32.00                             ,Hardback,16 May 2016,https://www.bookdepository.com/S-Petersens-Field-Guide-Lovecraftian-Horrors-Mike-Mason/9781568820835?ref=grid-view&qid=1630182821668&sr=1-62,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/7849/9781784971038.jpg,Horror,2016
Beast Quest: Skalix the Snapping Horror,Adam Blade,6.18,Paperback,14 Nov 2017,https://www.bookdepository.com/Beast-Quest-Skalix-Snapping-Horror-Adam-Blade/9781408343210?ref=grid-view&qid=1630182821668&sr=1-63,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5688/9781568820835.jpg,Horror,2017
The Great God Pan & Other Classic Horror Stories,Arthur Machen,6.18,Paperback,28 Sep 2018,https://www.bookdepository.com/Great-God-Pan-Other-Classic-Horror-Stories-Arthur-Machen/9780486821962?ref=grid-view&qid=1630182821668&sr=1-64,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4083/9781408343210.jpg,Horror,2018
Songs of Love and Horror,Will Oldham,23.43                             ,Hardback,13 Nov 2018,https://www.bookdepository.com/Songs-Love-Horror-Will-Oldham/9780393651201?ref=grid-view&qid=1630182821668&sr=1-65,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4868/9780486821962.jpg,Horror,2018
"Ec Archives, The: Vault Of Horror Volume 1",Various,19.24                             ,Paperback,14 Sep 2021,https://www.bookdepository.com/Ec-Archives-Vault-Horror-1-Various/9781506721156?ref=grid-view&qid=1630182821668&sr=1-66,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3936/9780393651201.jpg,Horror,2021
Horror,Brigid Cherry,40.00,Paperback,02 Apr 2009,https://www.bookdepository.com/Horror-Brigid-Cherry/9780415456685?ref=grid-view&qid=1630182821668&sr=1-67,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5067/9781506721156.jpg,Horror,2009
Half-Minute Horrors,Susan Rich,7.27,Paperback,06 Sep 2011,https://www.bookdepository.com/Half-Minute-Horrors-Susan-Rich/9780061833816?ref=grid-view&qid=1630182821668&sr=1-68,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/4154/9780415456685.jpg,Horror,2011
The Horror Genre - From Beelzebub to Blair Witch,Paul Wells,21.67,Paperback,15 Sep 2001,https://www.bookdepository.com/Horror-Genre-From-Beelzebub-Blair-Witch-Paul-Wells/9781903364000?ref=grid-view&qid=1630182821668&sr=1-69,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0618/9780061833816.jpg,Horror,2001
"Men, Women, and Chain Saws",Carol J. Clover,18.79                             ,Paperback,26 May 2015,https://www.bookdepository.com/Men-Women-Chain-Saws-Carol-J-Clover/9780691166292?ref=grid-view&qid=1630182821668&sr=1-70,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9033/9781903364000.jpg,Horror,2015
The Beauty of Horror: Haunt This Journal,Alan Robert,14.71                             ,Paperback,08 Sep 2020,https://www.bookdepository.com/Beauty-Horror-Haunt-This-Journal-Alan-Robert/9781684057566?ref=grid-view&qid=1630182821668&sr=1-71,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/6911/9780691166292.jpg,Horror,2020
Horror of Glam Rock,Paul Magrs,13.45                             ,CD-Audio,31 Mar 2007,https://www.bookdepository.com/Horror-Glam-Rock-Paul-Magrs/9781844352579?ref=grid-view&qid=1630182821668&sr=1-72,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6840/9781684057566.jpg,Horror,2007
The Book of Horror,Matt Glasby,29.92,Hardback,22 Sep 2020,https://www.bookdepository.com/Book-Horror-Matt-Glasby/9780711251786?ref=grid-view&qid=1630182821668&sr=1-73,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8443/9781844352579.jpg,Horror,2020
The Art of Pulp Horror,Stephen Jones,41.30,Hardback,15 Oct 2020,https://www.bookdepository.com/Art-Pulp-Horror-Stephen-Jones/9781540032973?ref=grid-view&qid=1630182821668&sr=1-74,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7112/9780711251786.jpg,Horror,2020
"Ripleys Bureau of Investigation 7: Shock Horror, 7",Ripleys Believe It or Not!,6.55,Paperback,09 Nov 2010,https://www.bookdepository.com/Ripleys-Bureau-Investigation-7-Shock-Horror-7-Ripleys-Believe-It-or-Not/9781893951587?ref=grid-view&qid=1630182821668&sr=1-75,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5400/9781540032973.jpg,Horror,2010
"The Valancourt Book of World Horror Stories, volume 1",Pilar Pedraza,24.55,Paperback,08 Dec 2020,https://www.bookdepository.com/Valancourt-Book-World-Horror-Stories-1-Pilar-Pedraza/9781948405645?ref=grid-view&qid=1630182821668&sr=1-76,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/8939/9781893951587.jpg,Horror,2020
Bleeding Skull!: A 1990s Trash-horror Odyssey,Joseph A. Ziemba,36.98,Paperback,08 Jul 2021,https://www.bookdepository.com/Bleeding-Skull-1990s-Trash-horror-Odyssey-Joseph-Ziemba/9781683961864?ref=grid-view&qid=1630182821668&sr=1-77,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9484/9781948405645.jpg,Horror,2021
The Beauty of Horror: Tricks and Treats Halloween Coloring Book,Alan Robert,12.94                             ,Paperback,03 Sep 2019,https://www.bookdepository.com/Beauty-Horror-Tricks-Treats-Halloween-Coloring-Book-Alan-Robert/9781684056033?ref=grid-view&qid=1630182821668&sr=1-78,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6839/9781683961864.jpg,Horror,2019
Folk Horror Revival: Field Studies - Second Edition,Folk Horror Revival,22.48,Paperback,11 Mar 2018,https://www.bookdepository.com/Folk-Horror-Revival-Field-Studies-Second-Edition-Folk-Horror-Revival/9780244068301?ref=grid-view&qid=1630182821668&sr=1-79,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/6840/9781684056033.jpg,Horror,2018
Horror Stories,Liz Phair,30.13,Hardback,08 Oct 2019,https://www.bookdepository.com/Horror-Stories-Liz-Phair/9780525511984?ref=grid-view&qid=1630182821668&sr=1-80,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/2440/9780244068301.jpg,Horror,2019
Limits of Horror,Fred Botting,23.95,Paperback,04 Jan 2011,https://www.bookdepository.com/Limits-Horror-Fred-Botting/9780719083655?ref=grid-view&qid=1630182821668&sr=1-81,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/5255/9780525511984.jpg,Horror,2011
Zombie Apocalypse! Horror Hospital,Stephen Jones,10.44                             ,Paperback,19 Jun 2014,https://www.bookdepository.com/Zombie-Apocalypse-Horror-Hospital-Stephen-Jones/9781472110664?ref=grid-view&qid=1630182821668&sr=1-82,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/7190/9780719083655.jpg,Horror,2014
Simpsons Treehouse of Horror from Beyond the Grave,Matt Groening,21.30,Paperback,23 Aug 2011,https://www.bookdepository.com/Simpsons-Treehouse-Horror-from-Beyond-Grave-Matt-Groening/9780062069009?ref=grid-view&qid=1630182821668&sr=1-83,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/4721/9781472110664.jpg,Horror,2011
The Innswich Horror,Edward Lee,16.84,Paperback,30 Jul 2010,https://www.bookdepository.com/Innswich-Horror-Edward-Lee/9781936383115?ref=grid-view&qid=1630182821668&sr=1-84,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0620/9780062069009.jpg,Horror,2010
Doctor Who: The Crimson Horror,Mark Gatiss,41.23,CD-Audio,01 Jun 2021,https://www.bookdepository.com/Doctor-Who-Crimson-Horror-Mark-Gatiss/9781529128963?ref=grid-view&qid=1630182821668&sr=1-85,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9363/9781936383115.jpg,Horror,2021
Bart Simpsons Treehouse of Horror Spine-Tingling Spooktacular,Matt Groening,19.67,Paperback,24 Oct 2001,https://www.bookdepository.com/Bart-Simpsons-Treehouse-Horror-Spine-Tingling-Spooktacular-Matt-Groening/9780060937140?ref=grid-view&qid=1630182821668&sr=1-86,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/5291/9781529128963.jpg,Horror,2001
Adult Coloring Book Horror Hotel,A M Shah,8.65,Paperback,31 Oct 2017,https://www.bookdepository.com/Adult-Coloring-Book-Horror-Hotel-M-Shah/9781947855007?ref=grid-view&qid=1630182821668&sr=1-87,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/0609/9780060937140.jpg,Horror,2017
"Now Write! Science Fiction, Fantasy and Horror",Laurie Lamson,18.58,Paperback,20 Feb 2014,https://www.bookdepository.com/Now-Write-Science-Fiction-Fantasy-Horror-Laurie-Lamson/9780399165559?ref=grid-view&qid=1630182821668&sr=1-88,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9781/9478/9781947855007.jpg,Horror,2014
The Best of the Best Horror of the Year,Ellen Datlow,21.28,Paperback,18 Oct 2018,https://www.bookdepository.com/Best-Best-Horror-Year-Ellen-Datlow/9781597809832?ref=grid-view&qid=1630182821668&sr=1-89,https://d1w7fb2mkkr3kw.cloudfront.net/assets/images/book/mid/9780/3991/9780399165559.jpg,Horror,2018
